applicant_id,gender,age,num_children,family_size,family_status,education_type,housing_type,own_car,own_property,income_type,occupation_type,annual_income,years_employed,credit_history_months,existing_credit_lines,debt_to_income_ratio,late_payments_24m,has_email,has_work_phone,approved,application_date,product_type,requested_credit_limit,application_channel,application_purpose,monthly_debt_obligation,monthly_expenses,total_outstanding_debt,current_credit_limit,current_credit_balance,credit_score,synthetic_enrichment,synthetic_version,monthly_income,disposable_income,credit_utilization_ratio,total_credit_exposure,income_band,dti_band,credit_history_band,employment_band,payment_risk_indicator,model_target_approval
105308,F,32,1,3,Single / not married,Higher education,House / apartment,N,N,Commercial associate,Laborers,44200.0,0.1,63,2,0.23,0,1,1,0,2025-02-11,Credit Card,84852.43,Partner,General Spending,823.0,1156.84,9508.35,45775.91,5572.96,654,1,v1.0,3683.33,1703.49,0.1217,15081.31,Medium,Moderate,Long,New,Low,0
105309,F,44,0,2,Married,Secondary,House / apartment,N,Y,Commercial associate,Core staff,43500.0,10.3,142,1,0.391,0,1,1,1,2025-10-10,Credit Card,55059.61,Web,Emergency Expense,1438.45,1973.52,15972.24,19749.26,3953.15,724,1,v1.0,3625.0,213.03,0.2002,19925.39,Medium,High,Long,Long Tenure,Low,1
105310,M,21,0,2,Single / not married,Higher education,House / apartment,Y,Y,Working,Managers,72100.0,0.3,0,2,0.269,0,0,1,1,2026-07-22,Credit Card,89083.97,Mobile App,General Spending,1286.0,2884.25,29291.37,27211.28,8006.84,575,1,v1.0,6008.33,1838.08,0.2942,37298.21,High,Moderate,New,New,Low,1
105311,F,34,0,2,Married,Higher education,House / apartment,N,N,Commercial associate,Medicine staff,27600.0,9.0,50,1,0.138,0,1,1,0,2026-08-01,Credit Card,106880.47,Branch,Debt Consolidation,334.11,1248.28,7630.33,17980.49,5769.72,654,1,v1.0,2300.0,717.61,0.3209,13400.05,Low,Low,Established,Long Tenure,Low,0
105312,F,59,1,3,Civil marriage,Secondary,Rented apartment,N,N,Working,Unknown,106700.0,27.6,52,2,0.428,0,0,0,0,2025-05-11,Credit Card,100060.58,Mobile App,General Spending,4253.75,5676.19,42762.04,68320.36,14109.93,603,1,v1.0,8891.67,-1038.27,0.2065,56871.97,Very High,High,Established,Long Tenure,Low,0
105313,F,44,0,1,Married,Incomplete higher,Rented apartment,N,N,Working,Core staff,91500.0,8.2,83,2,0.278,0,1,0,0,2025-09-03,Credit Card,47111.89,Web,General Spending,2025.96,4883.45,47443.69,39157.41,10534.0,638,1,v1.0,7625.0,715.59,0.269,57977.69,High,Moderate,Long,Long Tenure,Low,0
105314,F,41,0,2,Married,Secondary,Rented apartment,N,N,Commercial associate,Medicine staff,29700.0,4.6,70,4,0.549,0,1,0,0,2025-09-12,Credit Card,32337.36,Branch,Debt Consolidation,1380.77,1462.1,27153.37,52637.36,14462.78,626,1,v1.0,2475.0,-367.87,0.2748,41616.15,Low,Very High,Long,Experienced,Low,0
105315,M,61,4,5,Single / not married,Higher education,House / apartment,N,N,Commercial associate,Managers,43100.0,0.8,184,1,0.407,0,1,1,0,2025-12-19,Credit Card,106497.17,Web,General Spending,1658.35,1342.33,21202.45,18278.62,1537.7,680,1,v1.0,3591.67,590.99,0.0841,22740.15,Medium,High,Long,New,Low,0
105316,M,21,1,3,Married,Secondary,House / apartment,N,N,Working,Unemployed,43100.0,0.4,0,1,0.294,0,1,0,0,2025-12-01,Credit Card,79946.46,Mobile App,Emergency Expense,1058.78,2032.07,12162.15,23055.11,6795.66,602,1,v1.0,3591.67,500.82,0.2948,18957.81,Medium,Moderate,New,New,Low,0
105317,F,31,0,2,Single / not married,Academic degree,House / apartment,N,Y,Commercial associate,Security staff,69000.0,3.1,56,5,0.306,0,1,1,0,2025-03-08,Credit Card,33643.24,Web,General Spending,1802.49,3651.6,33208.1,75278.49,11916.73,645,1,v1.0,5750.0,295.91,0.1583,45124.83,High,Moderate,Established,Experienced,Low,0
105318,M,35,0,2,Married,Secondary,House / apartment,N,Y,Pensioner,High skill tech staff,21200.0,0.0,17,1,0.346,0,1,0,0,2026-04-21,Personal Loan,13687.83,Mobile App,Education,701.33,744.12,6704.01,11679.86,3610.18,579,1,v1.0,1766.67,321.22,0.3091,10314.19,Low,Moderate,Developing,New,Low,0
105319,F,49,0,2,Married,Secondary,House / apartment,N,N,Pensioner,Laborers,12000.0,0.0,94,2,0.082,0,1,0,0,2025-05-21,Credit Card,52519.99,Mobile App,General Spending,95.36,422.27,1847.11,30888.13,6755.02,705,1,v1.0,1000.0,482.37,0.2187,8602.13,Low,Low,Long,New,Low,0
105320,M,49,3,4,Married,Academic degree,Co-op apartment,Y,Y,Pensioner,Security staff,51800.0,0.0,74,1,0.095,0,1,1,0,2025-07-16,Credit Card,82487.21,Web,General Spending,375.28,2017.02,7938.92,22522.29,3223.19,676,1,v1.0,4316.67,1924.37,0.1431,11162.11,Medium,Low,Long,New,Low,0
105321,M,30,3,4,Married,Secondary,Rented apartment,Y,N,State servant,Laborers,19300.0,2.1,50,2,0.495,0,1,0,0,2026-06-08,Credit Card,12290.53,Mobile App,Education,769.92,873.79,12429.49,16834.59,5523.44,579,1,v1.0,1608.33,-35.38,0.3281,17952.93,Low,High,Established,Early Career,Low,0
105322,M,50,1,3,Separated,Higher education,House / apartment,N,N,Commercial associate,Unknown,115900.0,0.3,183,2,0.181,0,1,0,1,2026-03-06,Credit Card,59934.87,Mobile App,Travel,1873.13,3735.08,39727.95,60561.91,16495.84,715,1,v1.0,9658.33,4050.12,0.2724,56223.79,Very High,Low,Long,New,Low,1
105323,F,35,0,1,Married,Secondary,House / apartment,Y,N,Working,Managers,45500.0,3.6,56,2,0.119,0,1,1,1,2025-09-05,Personal Loan,16227.33,Web,Debt Consolidation,469.15,1347.34,8816.89,40013.4,1965.95,649,1,v1.0,3791.67,1975.18,0.0491,10782.84,Medium,Low,Established,Experienced,Low,1
105324,M,53,0,2,Married,Higher education,House / apartment,N,Y,Working,Drivers,53800.0,4.0,169,1,0.102,0,0,0,0,2026-07-23,Credit Card,31520.11,Web,General Spending,483.13,1794.6,8337.45,19556.51,4021.32,750,1,v1.0,4483.33,2205.6,0.2056,12358.77,Medium,Low,Long,Experienced,Low,0
105325,F,28,0,2,Married,Higher education,Rented apartment,N,Y,State servant,Medicine staff,48100.0,7.2,42,1,0.145,0,1,0,1,2025-09-03,Credit Card,111533.06,Mobile App,General Spending,459.31,2108.21,6810.29,21335.86,4953.05,591,1,v1.0,4008.33,1440.81,0.2321,11763.34,Medium,Low,Established,Long Tenure,Low,1
105326,M,38,0,1,Single / not married,Higher education,With parents,N,Y,Working,Accountants,44300.0,4.8,63,0,0.201,0,1,1,1,2025-12-19,Personal Loan,20411.71,Partner,Debt Consolidation,626.04,1161.9,11543.04,15443.21,2981.12,642,1,v1.0,3691.67,1903.73,0.193,14524.16,Medium,Moderate,Long,Experienced,Low,1
105327,M,34,0,2,Civil marriage,Secondary,House / apartment,N,N,Pensioner,Laborers,30800.0,0.0,52,2,0.251,0,1,0,0,2025-06-03,Credit Card,54039.87,Mobile App,General Spending,736.19,1603.24,17366.3,18342.83,6454.06,668,1,v1.0,2566.67,227.24,0.3519,23820.36,Medium,Moderate,Established,New,Low,0
105328,M,51,1,3,Married,Incomplete higher,Municipal apartment,N,Y,Working,Core staff,48000.0,2.6,153,0,0.2,0,1,0,0,2025-04-25,Personal Loan,16849.75,Mobile App,General Spending,849.53,1980.59,8397.7,17048.32,3876.36,710,1,v1.0,4000.0,1169.88,0.2274,12274.06,Medium,Low,Long,Early Career,Low,0
105329,F,34,0,1,Married,Higher education,House / apartment,N,Y,Working,Unemployed,37000.0,1.5,85,2,0.18,0,0,0,1,2025-11-03,Credit Line,29752.02,Branch,Debt Consolidation,570.7,1039.58,6106.22,44344.48,16944.87,706,1,v1.0,3083.33,1473.05,0.3821,23051.09,Medium,Low,Long,Early Career,Low,1
105330,M,39,0,1,Separated,Higher education,House / apartment,N,N,Working,Core staff,71300.0,0.4,92,0,0.202,0,1,0,0,2025-12-17,Credit Card,35003.24,Mobile App,General Spending,1080.94,3286.31,20114.41,28708.35,9422.95,700,1,v1.0,5941.67,1574.42,0.3282,29537.36,High,Moderate,Long,New,Low,0
105331,M,45,1,3,Married,Secondary,House / apartment,N,N,Pensioner,Accountants,26900.0,0.0,97,4,0.318,0,1,0,0,2026-05-18,Credit Line,29007.16,Partner,Travel,689.18,897.46,16370.15,57883.36,22726.59,705,1,v1.0,2241.67,655.03,0.3926,39096.74,Low,Moderate,Long,New,Low,0
105332,M,45,0,1,Married,Academic degree,House / apartment,N,Y,Working,High skill tech staff,131700.0,0.3,48,3,0.419,0,0,0,1,2025-09-01,Credit Card,90902.57,Web,General Spending,4808.09,6237.23,76897.71,95804.31,32248.45,610,1,v1.0,10975.0,-70.32,0.3366,109146.16,Very High,High,Established,New,Low,1
105333,M,49,2,4,Married,Incomplete higher,House / apartment,N,N,State servant,Cooking staff,36400.0,4.0,137,2,0.244,0,1,1,0,2026-07-12,Credit Card,53336.44,Web,Education,658.24,1844.49,9436.85,36567.02,11589.61,675,1,v1.0,3033.33,530.6,0.3169,21026.46,Medium,Moderate,Long,Experienced,Low,0
105334,F,42,0,2,Married,Secondary,House / apartment,Y,Y,Pensioner,Cooking staff,37200.0,0.0,99,1,0.374,0,1,1,0,2026-01-14,Credit Card,107925.18,Mobile App,Debt Consolidation,1093.99,1476.53,25562.34,15401.25,3740.37,676,1,v1.0,3100.0,529.48,0.2429,29302.71,Medium,High,Long,New,Low,0
105335,F,35,0,2,Single / not married,Incomplete higher,House / apartment,N,Y,Commercial associate,Core staff,42600.0,4.6,56,1,0.229,0,1,0,1,2025-02-13,Credit Card,79998.51,Mobile App,Education,837.36,1294.34,10434.68,25055.09,9729.74,658,1,v1.0,3550.0,1418.3,0.3883,20164.42,Medium,Moderate,Established,Experienced,Low,1
105336,M,36,0,1,Married,Secondary,With parents,N,N,Pensioner,Sales staff,22500.0,0.0,49,3,0.404,1,1,0,0,2026-04-06,Credit Card,105067.7,Branch,Emergency Expense,793.24,872.56,10519.7,46877.66,12412.23,630,1,v1.0,1875.0,209.2,0.2648,22931.93,Low,High,Established,New,Moderate,0
105337,F,40,4,6,Married,Incomplete higher,House / apartment,N,N,Pensioner,Sales staff,29600.0,0.0,48,3,0.533,1,0,0,0,2025-12-25,Credit Card,57093.5,Mobile App,General Spending,1259.72,1233.12,18582.57,46110.86,24732.78,561,1,v1.0,2466.67,-26.17,0.5364,43315.35,Low,Very High,Established,New,Moderate,0
105338,F,42,1,3,Married,Secondary,House / apartment,N,Y,State servant,Sales staff,72400.0,0.9,121,0,0.163,0,0,0,1,2025-08-31,Credit Card,87844.2,Branch,General Spending,1060.71,2569.62,17299.37,22989.31,4322.58,714,1,v1.0,6033.33,2403.0,0.188,21621.95,High,Low,Long,New,Low,1
105339,M,38,0,1,Married,Secondary,House / apartment,N,Y,Working,Unknown,77700.0,4.8,70,2,0.221,0,1,0,1,2025-10-19,Credit Card,23541.95,Branch,General Spending,1539.7,3685.99,13648.76,54635.89,5941.71,650,1,v1.0,6475.0,1249.31,0.1088,19590.47,High,Moderate,Long,Experienced,Low,1
105340,F,40,0,1,Single / not married,Secondary,House / apartment,Y,N,Pensioner,Core staff,27700.0,0.0,98,1,0.133,0,0,1,0,2025-07-08,Credit Card,53251.54,Branch,Emergency Expense,262.98,911.82,3797.78,17399.99,4185.08,747,1,v1.0,2308.33,1133.53,0.2405,7982.86,Low,Low,Long,Experienced,Low,0
105341,F,23,1,3,Married,Higher education,Rented apartment,Y,N,Working,Medicine staff,110000.0,5.3,8,0,0.171,0,0,0,1,2026-01-18,Credit Card,92139.09,Mobile App,General Spending,1772.9,5449.54,30711.82,39640.76,7777.0,590,1,v1.0,9166.67,1944.23,0.1962,38488.82,Very High,Low,New,Experienced,Low,1
105342,M,47,0,2,Widow,Secondary,House / apartment,N,N,State servant,Sales staff,78800.0,0.8,168,3,0.384,0,1,1,0,2025-12-20,Credit Card,22513.0,Branch,Emergency Expense,2756.9,2975.58,27510.4,52110.24,16565.74,712,1,v1.0,6566.67,834.19,0.3179,44076.14,High,High,Long,New,Low,0
105343,M,41,4,6,Single / not married,Secondary,House / apartment,Y,Y,Working,Unemployed,61700.0,2.7,90,1,0.215,0,1,0,1,2025-10-06,Credit Card,38452.85,Branch,Travel,1123.73,2597.99,17280.8,25176.24,9388.12,690,1,v1.0,5141.67,1419.95,0.3729,26668.92,High,Moderate,Long,Early Career,Low,1
105344,F,51,3,5,Single / not married,Higher education,House / apartment,Y,Y,Working,Drivers,73900.0,7.3,40,0,0.26,0,1,0,0,2025-06-27,Personal Loan,20521.03,Mobile App,General Spending,1583.58,1968.25,20454.49,17824.4,2436.89,560,1,v1.0,6158.33,2606.5,0.1367,22891.38,High,Moderate,Established,Long Tenure,Low,0
105345,F,40,1,3,Married,Secondary,House / apartment,N,N,Working,Core staff,34500.0,5.1,67,2,0.177,0,1,1,0,2025-09-06,Credit Card,104752.04,Branch,Emergency Expense,541.01,1073.95,5293.44,22196.07,7302.81,669,1,v1.0,2875.0,1260.04,0.329,12596.25,Medium,Low,Long,Experienced,Low,0
105346,M,21,3,4,Married,Secondary,House / apartment,N,Y,Pensioner,Drivers,49800.0,0.0,0,0,0.242,0,1,0,0,2025-11-07,Personal Loan,62334.16,Mobile App,Travel,1047.18,1882.03,23725.16,20401.34,5809.72,574,1,v1.0,4150.0,1220.79,0.2848,29534.88,Medium,Moderate,New,New,Low,0
105347,M,36,0,2,Single / not married,Higher education,House / apartment,N,N,Working,Core staff,30200.0,3.6,87,0,0.172,0,1,1,0,2025-10-21,Credit Card,55264.17,Partner,Emergency Expense,423.46,1405.9,5813.06,10639.38,2893.73,655,1,v1.0,2516.67,687.31,0.272,8706.79,Medium,Low,Long,Experienced,Low,0
105348,M,37,0,1,Married,Incomplete higher,House / apartment,Y,Y,Working,Managers,65900.0,4.3,87,3,0.265,0,1,1,0,2025-07-12,Credit Card,113548.21,Mobile App,General Spending,1642.3,3514.45,26090.22,36400.9,3206.03,736,1,v1.0,5491.67,334.92,0.0881,29296.25,High,Moderate,Long,Experienced,Low,0
105349,F,48,0,1,Single / not married,Higher education,Municipal apartment,Y,Y,Pensioner,Managers,28700.0,0.0,125,1,0.113,0,1,0,1,2025-12-29,Credit Line,105465.25,Mobile App,General Spending,224.75,778.23,3685.01,13993.75,3175.39,769,1,v1.0,2391.67,1388.69,0.2269,6860.4,Low,Low,Long,New,Low,1
105350,F,21,0,2,Married,Higher education,House / apartment,Y,N,Pensioner,Accountants,15600.0,0.0,0,2,0.298,0,1,0,0,2025-05-22,Credit Card,77920.07,Web,Debt Consolidation,366.79,816.3,3908.08,17917.21,5921.63,582,1,v1.0,1300.0,116.91,0.3305,9829.71,Low,Moderate,New,New,Low,0
105351,F,40,3,5,Married,Secondary,House / apartment,N,Y,Working,Core staff,31300.0,2.6,32,3,0.428,0,1,0,0,2025-11-09,Credit Card,15391.81,Mobile App,General Spending,1156.36,1063.75,19731.94,43416.11,19212.11,603,1,v1.0,2608.33,388.22,0.4425,38944.05,Medium,High,Developing,Early Career,Low,0
105352,M,45,0,2,Single / not married,Incomplete higher,House / apartment,N,N,Commercial associate,Cooking staff,53400.0,3.1,72,0,0.251,0,1,0,0,2025-03-17,Credit Card,31330.28,Mobile App,Debt Consolidation,1112.29,2865.56,13273.57,22100.58,2272.39,703,1,v1.0,4450.0,472.15,0.1028,15545.96,Medium,Moderate,Long,Experienced,Low,0
105353,F,32,2,3,Single / not married,Secondary,House / apartment,N,Y,Working,Laborers,51800.0,10.7,46,2,0.258,0,1,1,0,2025-10-22,Credit Card,56603.91,Mobile App,Education,1176.03,1362.51,20793.37,26041.12,5323.23,661,1,v1.0,4316.67,1778.13,0.2044,26116.6,Medium,Moderate,Established,Long Tenure,Low,0
105354,F,40,1,3,Single / not married,Secondary,House / apartment,N,Y,Commercial associate,Sales staff,38600.0,1.5,86,3,0.411,0,1,1,0,2026-05-04,Credit Card,83916.25,Branch,Debt Consolidation,1174.55,1537.98,11601.21,32230.04,16031.4,654,1,v1.0,3216.67,504.14,0.4974,27632.61,Medium,High,Long,Early Career,Low,0
105355,M,33,0,2,Single / not married,Secondary,House / apartment,N,Y,Working,High skill tech staff,45500.0,10.1,38,0,0.124,0,1,1,0,2026-05-25,Credit Card,18547.66,Mobile App,General Spending,460.6,2169.35,9521.54,18950.66,436.81,636,1,v1.0,3791.67,1161.72,0.023,9958.35,Medium,Low,Established,Long Tenure,Low,0
105356,M,31,0,1,Married,Higher education,With parents,N,Y,Working,Drivers,28000.0,0.8,41,1,0.071,0,0,0,1,2026-03-09,Credit Card,105788.32,Web,General Spending,180.91,986.21,3946.62,17495.72,4676.93,659,1,v1.0,2333.33,1166.21,0.2673,8623.55,Low,Low,Established,New,Low,1
105357,F,35,0,1,Separated,Higher education,House / apartment,N,Y,Working,Laborers,28300.0,0.9,24,2,0.241,0,0,0,0,2026-04-10,Credit Line,31808.98,Web,Education,500.44,1511.26,11853.72,21428.36,5324.25,587,1,v1.0,2358.33,346.63,0.2485,17177.97,Low,Moderate,Developing,New,Low,0
105358,F,32,0,2,Married,Lower secondary,House / apartment,N,Y,Working,Accountants,47000.0,2.6,63,1,0.203,0,0,1,1,2025-02-11,Credit Card,105722.64,Web,General Spending,779.79,2442.68,17411.09,20334.22,3283.8,726,1,v1.0,3916.67,694.2,0.1615,20694.89,Medium,Moderate,Long,Early Career,Low,1
105359,F,47,0,2,Married,Secondary,Rented apartment,Y,N,Working,Drivers,23800.0,10.3,115,2,0.184,0,0,1,0,2025-08-01,Credit Card,55919.89,Mobile App,General Spending,349.44,824.91,6508.95,23354.5,4141.07,739,1,v1.0,1983.33,808.98,0.1773,10650.02,Low,Low,Long,Long Tenure,Low,0
105360,F,31,0,2,Married,Incomplete higher,House / apartment,Y,N,State servant,Drivers,49100.0,7.7,17,1,0.218,0,0,1,0,2026-02-12,Personal Loan,106472.03,Mobile App,Debt Consolidation,917.91,1233.3,9467.17,31555.51,13355.29,587,1,v1.0,4091.67,1940.46,0.4232,22822.46,Medium,Moderate,Developing,Long Tenure,Low,0
105361,M,30,1,3,Single / not married,Higher education,House / apartment,Y,Y,Pensioner,Medicine staff,36500.0,0.0,16,1,0.13,0,1,1,0,2026-05-14,Credit Card,79468.88,Partner,Debt Consolidation,407.85,1099.17,3832.62,15721.35,4141.59,735,1,v1.0,3041.67,1534.65,0.2634,7974.21,Medium,Low,Developing,New,Low,0
105362,F,59,2,4,Married,Secondary,Municipal apartment,N,N,Working,Medicine staff,49500.0,1.3,212,0,0.233,0,1,0,0,2025-12-30,Personal Loan,30442.75,Branch,General Spending,968.59,1284.48,8974.03,12551.08,2665.71,704,1,v1.0,4125.0,1871.93,0.2124,11639.74,Medium,Moderate,Long,Early Career,Low,0
105363,F,50,0,2,Married,Higher education,Rented apartment,N,Y,State servant,Sales staff,67300.0,22.6,70,1,0.261,0,1,0,1,2026-06-16,Credit Card,38694.79,Partner,Debt Consolidation,1429.83,3016.68,30654.62,34755.18,5909.8,686,1,v1.0,5608.33,1161.82,0.17,36564.42,High,Moderate,Long,Long Tenure,Low,1
105364,F,21,0,1,Married,Incomplete higher,House / apartment,Y,Y,State servant,Managers,38600.0,0.6,0,0,0.116,0,1,0,0,2025-06-20,Credit Card,56946.58,Branch,Debt Consolidation,375.02,1123.75,7589.57,7970.21,2085.79,576,1,v1.0,3216.67,1717.9,0.2617,9675.36,Medium,Low,New,New,Low,0
105365,F,31,2,4,Single / not married,Secondary,With parents,N,Y,Working,Medicine staff,21900.0,0.7,22,0,0.147,0,1,0,0,2025-04-06,Credit Line,105301.85,Branch,General Spending,264.74,853.93,3060.57,5826.71,1012.21,599,1,v1.0,1825.0,706.33,0.1737,4072.78,Low,Low,Developing,New,Low,0
105366,F,42,0,1,Single / not married,Secondary,House / apartment,Y,Y,Commercial associate,Laborers,68700.0,2.7,50,1,0.162,0,0,1,1,2025-02-23,Credit Card,83200.17,Partner,General Spending,925.04,2093.09,10900.71,26694.12,3506.07,655,1,v1.0,5725.0,2706.87,0.1313,14406.78,High,Low,Established,Early Career,Low,1
105367,M,43,0,1,Married,Lower secondary,Co-op apartment,N,Y,Working,Sales staff,47500.0,4.5,42,1,0.249,0,1,0,1,2025-12-30,Personal Loan,106618.56,Web,Emergency Expense,1100.51,2388.59,10505.14,25569.37,5410.11,630,1,v1.0,3958.33,469.23,0.2116,15915.25,Medium,Moderate,Established,Experienced,Low,1
105368,F,23,1,3,Widow,Secondary,House / apartment,N,Y,Commercial associate,Core staff,32800.0,8.4,6,0,0.18,0,0,0,1,2026-02-19,Credit Card,103792.41,Partner,General Spending,444.68,1101.76,10472.06,5866.05,1428.01,592,1,v1.0,2733.33,1186.89,0.2434,11900.07,Medium,Low,New,Long Tenure,Low,1
105369,M,52,3,4,Separated,Academic degree,With parents,N,N,Working,Sales staff,45800.0,6.5,49,3,0.393,0,0,1,0,2025-06-27,Personal Loan,56484.1,Mobile App,Education,1540.95,2077.24,18519.78,29100.42,7497.7,628,1,v1.0,3816.67,198.48,0.2576,26017.48,Medium,High,Established,Experienced,Low,0
105370,M,49,2,3,Married,Higher education,House / apartment,Y,Y,Pensioner,Managers,20700.0,0.0,165,4,0.416,0,0,1,0,2026-05-04,Credit Card,78056.57,Mobile App,General Spending,663.52,871.24,14307.75,43165.1,18239.01,727,1,v1.0,1725.0,190.24,0.4225,32546.76,Low,High,Long,New,Low,0
105371,M,45,0,1,Single / not married,Higher education,House / apartment,Y,N,Pensioner,Accountants,42100.0,0.0,106,2,0.138,0,1,1,0,2026-04-06,Credit Card,28678.31,Web,Debt Consolidation,559.87,1513.56,11333.3,26069.66,6797.33,745,1,v1.0,3508.33,1434.9,0.2607,18130.63,Medium,Low,Long,New,Low,0
105372,M,54,0,1,Married,Secondary,With parents,N,Y,Working,Managers,34800.0,0.5,96,0,0.08,0,0,0,0,2025-08-13,Credit Card,79580.74,Web,Emergency Expense,233.65,1641.28,4867.91,12787.98,1969.81,796,1,v1.0,2900.0,1025.07,0.154,6837.72,Medium,Low,Long,New,Low,0
105373,F,44,0,2,Married,Secondary,With parents,N,N,Working,Unknown,36500.0,3.8,68,1,0.308,0,1,0,0,2025-05-29,Credit Line,58214.7,Web,Debt Consolidation,841.81,1034.32,15201.24,22100.99,6857.44,684,1,v1.0,3041.67,1165.54,0.3103,22058.68,Medium,Moderate,Long,Experienced,Low,0
105374,F,44,3,5,Married,Higher education,House / apartment,N,N,Working,Medicine staff,52600.0,8.9,94,0,0.307,0,1,0,0,2026-04-08,Credit Card,105398.12,Web,General Spending,1320.72,2405.76,15070.21,10468.32,2317.08,674,1,v1.0,4383.33,656.85,0.2213,17387.29,Medium,Moderate,Long,Long Tenure,Low,0
105375,F,57,0,2,Civil marriage,Secondary,House / apartment,N,Y,Working,Sales staff,54300.0,4.0,63,1,0.178,0,0,0,0,2026-02-23,Credit Card,86311.33,Web,Debt Consolidation,711.44,1641.71,8199.03,22276.49,4295.81,639,1,v1.0,4525.0,2171.85,0.1928,12494.84,Medium,Low,Long,Experienced,Low,0
105376,F,52,0,2,Married,Secondary,House / apartment,N,N,Working,Core staff,47900.0,0.8,201,1,0.271,0,0,0,0,2025-04-17,Personal Loan,80110.94,Branch,Education,1026.94,1311.91,23555.61,29768.85,6994.23,739,1,v1.0,3991.67,1652.82,0.235,30549.84,Medium,Moderate,Long,New,Low,0
105377,M,30,2,3,Married,Secondary,Rented apartment,Unknown,Y,Working,Laborers,21600.0,7.2,45,3,0.423,0,1,1,0,2025-06-08,Credit Card,54273.15,Mobile App,General Spending,798.91,1149.8,13465.69,22137.38,5353.35,607,1,v1.0,1800.0,-148.71,0.2418,18819.04,Low,High,Established,Long Tenure,Low,0
105378,F,46,3,4,Married,Secondary,House / apartment,Y,N,State servant,Core staff,25900.0,7.8,59,1,0.175,0,1,0,0,2025-10-30,Credit Card,27884.01,Mobile App,General Spending,418.84,777.45,7845.31,22293.33,6596.77,631,1,v1.0,2158.33,962.04,0.2959,14442.08,Low,Low,Established,Long Tenure,Low,0
105379,M,32,1,2,Separated,Secondary,House / apartment,N,N,Pensioner,Core staff,31700.0,0.0,62,0,0.125,0,0,0,0,2025-11-15,Credit Card,31418.52,Branch,General Spending,358.76,1037.28,5914.89,7547.08,2083.1,625,1,v1.0,2641.67,1245.63,0.276,7997.99,Medium,Low,Long,New,Low,0
105380,M,45,0,2,Single / not married,Secondary,Rented apartment,N,Y,Working,Sales staff,32200.0,2.5,105,2,0.196,0,1,0,1,2025-04-14,Credit Card,28895.91,Web,General Spending,521.52,814.56,7029.85,35278.66,4721.73,698,1,v1.0,2683.33,1347.25,0.1338,11751.58,Medium,Low,Long,Early Career,Low,1
